актьор	и	продуцент	0.750000
с	най	големия	0.031915
с	намирането	на	0.750000
с	нас	за	0.125000
с	нас	е	0.125000
с	начина	по	0.666667
с	него	и	0.086957
с	него	в	0.086957
с	него	ще	0.054348
с	него	се	0.054348
с	него	на	0.043478
с	него	е	0.043478
с	него	като	0.032609
с	него	но	0.032609
с	негова	помощ	0.750000
с	нетърпение	да	0.333333
с	нея	и	0.105263
с	нея	както	0.078947
с	нея	а	0.078947
с	нищо	не	0.428571
с	нова	сила	0.444444
с	някои	от	0.785714
с	няколко	месеца	0.176471
с	общ	размер	0.500000
с	общо	тегло	0.250000
с	околната	среда	0.750000
с	около	процента	0.096774
с	около	хиляди	0.064516
с	около	по	0.064516
с	около	и	0.048387
с	около	тази	0.048387
с	около	на	0.048387
с	около	спрямо	0.048387
с	около	една	0.048387
с	опасност	за	1.000000
с	опит	в	0.529412
с	опит	за	0.176471
с	оръжие	и	0.615385
с	особено	мнение	0.750000
с	отбора	на	0.500000
с	откриването	на	1.000000
с	открит	огън	1.000000
с	отличен	успех	0.750000
с	очите	си	0.888889
с	още	няколко	0.098039
с	още	една	0.098039
с	още	двама	0.058824
с	още	души	0.058824
с	още	долара	0.058824
с	парите	си	0.266667
с	парите	на	0.200000
с	парите	които	0.200000
с	писмо	до	0.500000
с	плана	за	0.714286
с	плодове	и	1.000000
с	по	малко	0.157025
с	по	високи	0.090909
с	по	голяма	0.049587
с	по	висока	0.041322
с	по	висок	0.041322
с	по	точки	0.041322
с	по	голям	0.041322
с	по	две	0.041322
с	по	дълъг	0.024793
с	по	една	0.024793
с	по	и	0.024793
с	по	големи	0.024793
с	поведението	си	0.666667
с	повече	от	0.525424
с	повече	в	0.084746
с	подкрепата	на	0.920000
с	полицейска	заповед	0.777778
с	помощта	на	0.946667
с	последствията	от	1.000000
с	пост	във	0.600000
с	поста	си	0.750000
с	правата	на	1.000000
с	правителството	на	0.666667
с	право	на	0.750000
с	празни	ръце	0.750000
с	предложение	да	0.625000
с	предложението	на	0.400000
с	предложението	си	0.300000
с	през	г	0.333333
с	през	юли	0.200000
с	приятели	и	0.333333
с	продължаваме	промяната	1.000000
с	промени	в	1.000000
с	промените	в	0.555556
с	процента	до	0.200000
с	процента	на	0.160000
с	процента	по	0.120000
с	пълна	сила	0.769231
с	работата	на	0.400000
с	работата	си	0.300000
с	ракети	с	0.333333
с	резултатите	от	0.625000
с	решение	на	0.717391
с	решение	от	0.086957
с	решението	на	0.571429
с	родителите	си	0.800000
с	ролята	на	0.500000
с	ролята	си	0.500000
с	русия	и	0.059701
с	русия	но	0.059701
с	русия	за	0.059701
с	русия	на	0.059701
с	русия	каза	0.059701
с	русия	е	0.044776
с	русия	в	0.044776
с	русия	ще	0.044776
с	ръка	на	0.444444
с	спрямо	същия	0.190476
с	спрямо	г	0.190476
с	спрямо	същото	0.142857
с	т	и	0.500000
с	тази	на	0.178082
с	тази	победа	0.054795
с	тази	технология	0.041096
с	такова	име	0.300000
с	твърдо	гориво	1.000000
с	тегло	около	0.500000
с	тези	думи	0.128205
с	тези	на	0.115385
с	тези	пари	0.076923
с	тези	които	0.064103
с	тези	неща	0.051282
с	тези	проблеми	0.038462
с	терористи	не	1.000000
с	течение	на	1.000000
с	това	че	0.185393
с	това	което	0.067416
с	това	и	0.039326
с	това	се	0.039326
с	това	е	0.033708
с	това	решение	0.033708
с	това	ще	0.028090
с	това	да	0.028090
с	това	на	0.022472
с	това	как	0.016854
с	това	той	0.016854
с	това	са	0.016854
с	това	в	0.016854
с	това	от	0.016854
с	това	обаче	0.016854
с	този	на	0.125000
с	този	въпрос	0.053571
